Comp Name:atlopen19
Dancers
Abraham, Sheila:3938
["Heat", "703", "Session 5 - Saturday Matinee@Saturday 11:38AM-F", "L-B1 Open Inter. Silver International Tango", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "704", "Session 5 - Saturday Matinee@Saturday 11:40AM-F", "L-B1 Open Inter. Silver International Viennese Waltz", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "705", "Session 5 - Saturday Matinee@Saturday 11:41AM-F", "L-B1 Open Inter. Silver International Foxtrot", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "706", "Session 5 - Saturday Matinee@Saturday 11:43AM-F", "L-B1 Open Inter. Silver International Quickstep", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "707", "Session 5 - Saturday Matinee@Saturday 11:45AM-F", "L-A2 Open Full Silver International Waltz", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "708", "Session 5 - Saturday Matinee@Saturday 11:46AM-F", "L-A2 Open Full Silver International Tango", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "709", "Session 5 - Saturday Matinee@Saturday 11:48AM-F", "L-A2 Open Full Silver International Viennese Waltz", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "710", "Session 5 - Saturday Matinee@Saturday 11:49AM-F", "L-A2 Open Full Silver International Foxtrot", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "711", "Session 5 - Saturday Matinee@Saturday 11:51AM-F", "L-A2 Open Full Silver International Quickstep", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "712", "Session 5 - Saturday Matinee@Saturday 12:00PM-F", "L-C Open Silver Pro/Am 3-Dance Challenge International Ballroom (W/T/QS)", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "713", "Session 5 - Saturday Matinee@Saturday 12:05PM-F", "L-C Closed Silver Pro/Am 3-Dance Challenge International Ballroom (W/T/QS)", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "714", "Session 5 - Saturday Matinee@Saturday 12:09PM-F", "L-C Closed Silver Dancesport Series International Ballroom (W/T/F/QS)", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
["Heat", "722", "Session 5 - Saturday Matinee@Saturday 12:50PM-F", "L-C Closed International Ballroom Silver Best of the Best & Scholarship (W/T/F/Q)", "112", "Adamczyk, Darcy and Dahl, Gary", "---"]
Dancer:Alico, Junis:3994:Heats:1
["Heat", "817", "Session 6 - Saturday Evening@Saturday 09:05PM-F", "AC- Amateur Open Championship Latin (C/S/R/PD/J)", "331", "Alico, Junis and Rakitska, Deniter", "---"]
Dancer:Anatoliy, Alosha:1772:Heats:143
["Solo", "4", "Session 1 - Thursday Matinee@Thursday 11:39AM-F", "L- Solo Bronze California Dancing", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Solo", "7", "Session 1 - Thursday Matinee@Thursday 11:51AM-F", "L- Solo Gold Sandran", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "21", "Session 1 - Thursday Matinee@Thursday 12:22PM-F", "L-A2 Closed Beginner Bronze American Waltz", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "22", "Session 1 - Thursday Matinee@Thursday 12:24PM-F", "L-A2 Closed Beginner Bronze American Tango", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "23", "Session 1 - Thursday Matinee@Thursday 12:26PM-F", "L-A2 Closed Beginner Bronze American Foxtrot", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "24", "Session 1 - Thursday Matinee@Thursday 12:27PM-F", "L-A2 Closed Beginner Bronze American V. Waltz", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "37", "Session 1 - Thursday Matinee@Thursday 12:47PM-F", "L-B2 Proficiency Full Bronze American Waltz", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "38", "Session 1 - Thursday Matinee@Thursday 12:49PM-F", "L-B2 Proficiency Full Bronze American Tango", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "39", "Session 1 - Thursday Matinee@Thursday 12:50PM-F", "L-B2 Proficiency Full Bronze American Foxtrot", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "40", "Session 1 - Thursday Matinee@Thursday 12:52PM-F", "L-B2 Proficiency Full Bronze American V. Waltz", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "45", "Session 1 - Thursday Matinee@Thursday 01:04PM-S", "L-B1 Closed Int Bronze American Waltz", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "46", "Session 1 - Thursday Matinee@Thursday 01:06PM-S", "L-B1 Closed Int Bronze American Tango", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "47", "Session 1 - Thursday Matinee@Thursday 01:07PM-S", "L-B1 Closed Int Bronze American Foxtrot", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "48", "Session 1 - Thursday Matinee@Thursday 01:09PM-F", "L-B1 Closed Int Bronze American V. Waltz", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "53", "Session 1 - Thursday Matinee@Thursday 01:21PM-F", "L-B2 Closed Int Bronze American Waltz", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "54", "Session 1 - Thursday Matinee@Thursday 01:23PM-F", "L-B2 Closed Int Bronze American Tango", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "55", "Session 1 - Thursday Matinee@Thursday 01:24PM-F", "L-B2 Closed Int Bronze American Foxtrot", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "56", "Session 1 - Thursday Matinee@Thursday 01:26PM-F", "L-B2 Closed Int Bronze American V. Waltz", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "87", "Session 1 - Thursday Matinee@Thursday 02:18PM-F", "L-B1 Open Inter. Bronze American Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "88", "Session 1 - Thursday Matinee@Thursday 02:20PM-F", "L-B1 Open Inter. Bronze American Tango", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "89", "Session 1 - Thursday Matinee@Thursday 02:21PM-F", "L-B1 Open Inter. Bronze American Foxtrot", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "90", "Session 1 - Thursday Matinee@Thursday 02:23PM-F", "L-B1 Open Inter. Bronze American V. Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "91", "Session 1 - Thursday Matinee@Thursday 02:24PM-S", "L-A2 Closed Full Bronze American Waltz", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "92", "Session 1 - Thursday Matinee@Thursday 02:26PM-S", "L-A2 Closed Full Bronze American Tango", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "93", "Session 1 - Thursday Matinee@Thursday 02:27PM-S", "L-A2 Closed Full Bronze American Foxtrot", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "94", "Session 1 - Thursday Matinee@Thursday 02:29PM-F", "L-A2 Closed Full Bronze American V. Waltz", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "107", "Session 1 - Thursday Matinee@Thursday 02:54PM-F", "L-B1 Open Full Bronze American Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "108", "Session 1 - Thursday Matinee@Thursday 02:55PM-F", "L-B1 Open Full Bronze American Tango", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "109", "Session 1 - Thursday Matinee@Thursday 02:57PM-F", "L-B1 Open Full Bronze American Foxtrot", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "110", "Session 1 - Thursday Matinee@Thursday 02:58PM-F", "L-B1 Open Full Bronze American V. Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "119", "Session 1 - Thursday Matinee@Thursday 03:23PM-F", "L-C1 Closed Bronze Pro/Am 3-Dance Challenge American Smooth (W/T/FT)", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "130", "Session 1 - Thursday Matinee@Thursday 03:54PM-F", "L-C Closed Bronze Dancesport Series American Smooth (W/T/FT/VW)", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "131", "Session 1 - Thursday Matinee@Thursday 04:00PM-F", "L-B Closed Bronze Dancesport Series American Smooth (W/T/FT/VW)", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "141", "Session 1 - Thursday Matinee@Thursday 04:33PM-S", "L-C Closed American Smooth Bronze Best of the Best & Scholarship (W/T/F)", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "143", "Session 1 - Thursday Matinee@Thursday 04:51PM-F", "L-S1 Closed Bronze GLOBAL American Smooth 3 dance Scholarship (W/T/F)", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "154", "Session 2 - Thursday Evening@Thursday 06:42PM-F", "L-B1 Closed Pre Silver American Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "155", "Session 2 - Thursday Evening@Thursday 06:43PM-F", "L-B1 Closed Pre Silver American Tango", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "156", "Session 2 - Thursday Evening@Thursday 06:45PM-F", "L-B1 Closed Pre Silver American Foxtrot", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "157", "Session 2 - Thursday Evening@Thursday 06:46PM-F", "L-B1 Closed Pre Silver American V. Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "171", "Session 2 - Thursday Evening@Thursday 07:08PM-F", "L-B1 Closed Int Silver American Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "172", "Session 2 - Thursday Evening@Thursday 07:09PM-F", "L-B1 Closed Int Silver American Tango", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "173", "Session 2 - Thursday Evening@Thursday 07:11PM-F", "L-B1 Closed Int Silver American Foxtrot", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "174", "Session 2 - Thursday Evening@Thursday 07:12PM-F", "L-B1 Closed Int Silver American V. Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "193", "Session 2 - Thursday Evening@Thursday 07:47PM-F", "L-B1 Open Full Gold American Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "194", "Session 2 - Thursday Evening@Thursday 07:48PM-F", "L-B1 Open Full Gold American Tango", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "195", "Session 2 - Thursday Evening@Thursday 07:50PM-F", "L-B1 Open Full Gold American Foxtrot", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "196", "Session 2 - Thursday Evening@Thursday 07:51PM-F", "L-B1 Open Full Gold American V. Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "197", "Session 2 - Thursday Evening@Thursday 07:53PM-F", "L-B1 Open Inter. Silver American Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "198", "Session 2 - Thursday Evening@Thursday 07:54PM-F", "L-B1 Open Inter. Silver American Tango", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "199", "Session 2 - Thursday Evening@Thursday 07:56PM-F", "L-B1 Open Inter. Silver American Foxtrot", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "200", "Session 2 - Thursday Evening@Thursday 07:57PM-F", "L-B1 Open Inter. Silver American V. Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "201", "Session 2 - Thursday Evening@Thursday 07:59PM-F", "L-B2 Open Full Gold American Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "202", "Session 2 - Thursday Evening@Thursday 08:00PM-F", "L-B2 Open Full Gold American Tango", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "203", "Session 2 - Thursday Evening@Thursday 08:02PM-F", "L-B2 Open Full Gold American Foxtrot", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "204", "Session 2 - Thursday Evening@Thursday 08:03PM-F", "L-B2 Open Full Gold American V. Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "209", "Session 2 - Thursday Evening@Thursday 08:16PM-F", "L-B1 Advanced American Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "210", "Session 2 - Thursday Evening@Thursday 08:17PM-F", "L-B1 Advanced American Tango", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "211", "Session 2 - Thursday Evening@Thursday 08:19PM-F", "L-B1 Advanced American Foxtrot", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "212", "Session 2 - Thursday Evening@Thursday 08:20PM-F", "L-B1 Advanced American V. Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "213", "Session 2 - Thursday Evening@Thursday 08:22PM-F", "L-B1 Open Full Silver American Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "214", "Session 2 - Thursday Evening@Thursday 08:23PM-F", "L-B1 Open Full Silver American Tango", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "215", "Session 2 - Thursday Evening@Thursday 08:25PM-F", "L-B1 Open Full Silver American Foxtrot", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "216", "Session 2 - Thursday Evening@Thursday 08:26PM-F", "L-B1 Open Full Silver American V. Waltz", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "217", "Session 2 - Thursday Evening@Thursday 08:28PM-F", "L-B2 Advanced American Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "218", "Session 2 - Thursday Evening@Thursday 08:30PM-F", "L-B2 Advanced American Tango", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "219", "Session 2 - Thursday Evening@Thursday 08:31PM-F", "L-B2 Advanced American Foxtrot", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "220", "Session 2 - Thursday Evening@Thursday 08:33PM-F", "L-B2 Advanced American V. Waltz", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "221", "Session 2 - Thursday Evening@Thursday 08:41PM-F", "L-SR1 American Smooth Challenge (W/T/FT)", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "234", "Session 2 - Thursday Evening@Thursday 09:29PM-F", "L-C1 Open Gold Pro/Am 3-Dance Challenge American Smooth (W/T/FT)", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "235", "Session 2 - Thursday Evening@Thursday 09:36PM-F", "L-C Open Dancesport Series American Smooth (W/T/FT/VW)", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "240", "Session 2 - Thursday Evening@Thursday 10:22PM-F", "L-C Open American Smooth Open Best of the Best & Scholarship (W/T/F/VW)", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "242", "Session 2 - Thursday Evening@Thursday 10:34PM-F", "L-S1 Open GLOBAL American Smooth 4 dance Scholarship (W/T/F/VW)", "154", "Anatoliy, Alosha and Best, Diana", "---"]
["Heat", "299", "Session 3 - Friday Matinee@Friday 08:59AM-F", "L-B1 Closed Beginner Bronze American Cha Cha", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "300", "Session 3 - Friday Matinee@Friday 09:00AM-F", "L-B1 Closed Beginner Bronze American Rumba", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "301", "Session 3 - Friday Matinee@Friday 09:02AM-F", "L-B1 Closed Beginner Bronze American East Coast Swing", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "302", "Session 3 - Friday Matinee@Friday 09:03AM-F", "L-B1 Closed Beginner Bronze American Bolero", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "303", "Session 3 - Friday Matinee@Friday 09:05AM-F", "L-B1 Closed Beginner Bronze American Mambo", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "304", "Session 3 - Friday Matinee@Friday 09:06AM-F", "L-B2 Closed Beginner Bronze American Cha Cha", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "305", "Session 3 - Friday Matinee@Friday 09:08AM-F", "L-B2 Closed Beginner Bronze American Rumba", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "306", "Session 3 - Friday Matinee@Friday 09:09AM-F", "L-B2 Closed Beginner Bronze American East Coast Swing", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "307", "Session 3 - Friday Matinee@Friday 09:11AM-F", "L-B2 Closed Beginner Bronze American Bolero", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "308", "Session 3 - Friday Matinee@Friday 09:12AM-F", "L-B2 Closed Beginner Bronze American Mambo", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "326", "Session 3 - Friday Matinee@Friday 09:44AM-F", "L-B1 Closed Pre Bronze American Cha Cha", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "327", "Session 3 - Friday Matinee@Friday 09:46AM-F", "L-B1 Closed Pre Bronze American Rumba", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "328", "Session 3 - Friday Matinee@Friday 09:47AM-F", "L-B1 Closed Pre Bronze American East Coast Swing", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "329", "Session 3 - Friday Matinee@Friday 09:49AM-F", "L-B1 Closed Pre Bronze American Bolero", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "330", "Session 3 - Friday Matinee@Friday 09:50AM-F", "L-B1 Closed Pre Bronze American Mambo", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "336", "Session 3 - Friday Matinee@Friday 09:59AM-F", "L-A2 Closed Int Bronze American Cha Cha", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "337", "Session 3 - Friday Matinee@Friday 10:01AM-F", "L-A2 Closed Int Bronze American Rumba", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "338", "Session 3 - Friday Matinee@Friday 10:02AM-F", "L-A2 Closed Int Bronze American East Coast Swing", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "339", "Session 3 - Friday Matinee@Friday 10:04AM-F", "L-A2 Closed Int Bronze American Bolero", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "340", "Session 3 - Friday Matinee@Friday 10:05AM-F", "L-A2 Closed Int Bronze American Mambo", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "381", "Session 3 - Friday Matinee@Friday 11:21AM-F", "L-B1 Closed Full Bronze American Cha Cha", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "382", "Session 3 - Friday Matinee@Friday 11:22AM-F", "L-B1 Closed Full Bronze American Rumba", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "383", "Session 3 - Friday Matinee@Friday 11:24AM-F", "L-B1 Closed Full Bronze American East Coast Swing", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "384", "Session 3 - Friday Matinee@Friday 11:25AM-F", "L-B1 Closed Full Bronze American Bolero", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "385", "Session 3 - Friday Matinee@Friday 11:27AM-F", "L-B1 Closed Full Bronze American Mambo", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "386", "Session 3 - Friday Matinee@Friday 11:36AM-S", "L-B2 Closed Full Bronze American Cha Cha", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "387", "Session 3 - Friday Matinee@Friday 11:37AM-S", "L-B2 Closed Full Bronze American Rumba", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "388", "Session 3 - Friday Matinee@Friday 11:39AM-S", "L-B2 Closed Full Bronze American East Coast Swing", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "389", "Session 3 - Friday Matinee@Friday 11:40AM-F", "L-B2 Closed Full Bronze American Bolero", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "390", "Session 3 - Friday Matinee@Friday 11:42AM-F", "L-B2 Closed Full Bronze American Mambo", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "466", "Session 3 - Friday Matinee@Friday 01:53PM-S", "L-C Closed Bronze Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "154", "Anatoliy, Alosha and Jackson, Meredith", "---"]
["Heat", "467", "Session 3 - Friday Matinee@Friday 01:58PM-F", "L-C1 Closed Bronze Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "486", "Session 3 - Friday Matinee@Friday 02:44PM-F", "L-C Closed Bronze Dancesport Series American Rhythm (C/R/SW/B)", "154", "Anatoliy, Alosha and Lovell, Deborah", "---"]
["Heat", "498", "Session 3 - Friday Matinee@Friday 03:21PM-F", "L-B1 Closed Pre Silver American Cha Cha", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "499", "Session 3 - Friday Matinee@Friday 03:23PM-F", "L-B1 Closed Pre Silver American Rumba", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "500", "Session 3 - Friday Matinee@Friday 03:24PM-F", "L-B1 Closed Pre Silver American East Coast Swing", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "501", "Session 3 - Friday Matinee@Friday 03:26PM-F", "L-B1 Closed Pre Silver American Bolero", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
["Heat", "502", "Session 3 - Friday Matinee@Friday 03:27PM-F", "L-B1 Closed Pre Silver American Mambo", "154", "Anatoliy, Alosha and McRoberts, Debb", "---"]
